geoname;latitud;longitud
3855192;-3.111.991;-6.493.625
3855193;-3.428.539;-6.904.379
3855194;-4.578.333;-6.751.667
3855195;-2.543.333;-6.526.667
3855196;-3.204.284;-6.376.604
3855197;-3.917.431;-6.219.385
3855198;-4.078.333;-64.85
3855199;-2.815.321;-6.353.935
3855200;-3.878.333;-6.226.667
3855201;-3.656.037;-6.260.217
3855202;-2.458.333;-6.476.667
3855203;-23.55;-64.95
3855204;-2.413.333;-6.496.667
3855205;-3.369.427;-6.514.458
3855206;-4.287.257;-6.932.115
3855207;-3.331.873;-614.958
3855208;-4.066.667;-6.348.333
3855209;-32.8;-6.196.667
3855211;-3.165.013;-6.180.585
3855212;-3.208.333;-6.911.667
3855213;-39.4;-7.083.333
3855214;-4.908.065;-6.977.695
3855215;-3.138.802;-6.021.265
3855216;-383.618;-6.220.495
3855217;-4.254.053;-65.032
3855218;-3.152.769;-6.036.671
3855219;-4.468.665;-6.661.857
3855220;-3.190.573;-6.070.722
3855221;-31;-6.008.333
3855222;-3.029.267;-6.688.258
3855223;-2.946.667;-6.011.667
3855224;-2.895.305;-6.013.773
3855225;-29.25;-6.001.667
3855226;-25.2;-6.408.333
3855227;-4.066.667;-67.85
3855228;-4.077.077;-6.781.818
3855229;-4.073.333;-6.803.333
3855230;-4.841.667;-69.35
3855231;-4.436.667;-70.7
3855232;-4.256.623;-6.831.892
3855233;-4.250.473;-6.827.981
3855234;-4.243.554;-6.817.777
3855235;-4.252.242;-6.828.507
3855236;-3.576.902;-7.009.093
3855237;-2.749.038;-6.167.571
3855238;-4.583.333;-6.746.667
3855239;-4.658.042;-705.282
3855240;-4.677.322;-705.479
3855241;-3.744.492;-6.440.102
3855242;-4.048.293;-6.219.729
3855243;-53.45;-6.806.667
3855244;-3.202.927;-6.122.103
3855245;-3.203.333;-6.116.667
3855246;-4.685.298;-692.769
3855247;-2.668.216;-6.047.815
3855248;-4.313.333;-71.6
3855249;-4.700.648;-7.045.404
3855250;-4.677.402;-6.930.631
3855251;-354.922;-611.566
3855252;-4.930.907;-676.998
3855253;-2.446.722;-6.405.289
3855254;-2.448.333;-6.426.667
3855255;-2.475.351;-6.486.507
3855256;-26.4;-6.033.333
3855257;-2.433.848;-6.649.076
3855258;-5.186.116;-7.056.764
3855259;-5.159.821;-689.784
3855260;-5.156.951;-6.903.025
3855261;-22.55;-65.5
3855262;-2.517.198;-6.707.844
3855263;-2.253.548;-6.552.763
3855264;-2.521.667;-6.713.333
3855265;-2.521.778;-6.708.723
3855266;-4.270.992;-6.515.589
3855267;-4.263.333;-6.813.333
3855268;-2.908.333;-6.116.667
3855269;-3.103.445;-6.135.746
3855270;-4.508.903;-664.099
3855271;-4.503.719;-6.586.797
3855272;-4.519.465;-6.894.549
3855273;-43.55;-6.978.333
3855274;-457.287;-7.179.549
3855275;-4.585.729;-7.173.704
3855276;-4.321.667;-71.75
3855277;-27.8;-67.4
3855278;-5.478.317;-6.469.454
3855279;-3.003.333;-6.298.333
3855280;-259.392;-6.692.266
3855281;-2.269.318;-6.642.042
3855282;-4.333.333;-6.633.333
3855283;-4.318.333;-7.058.333
3855284;-432.897;-654.929
3855285;-3.433.776;-6.009.624
3855286;-3.168.632;-6.486.553
3855287;-3.258.333;-6.083.333
3855288;-3.243.549;-6.081.416
3855289;-5.488.006;-6.753.862
3855290;-5.488.333;-6.741.667
3855291;-5.489.201;-6.747.648
3855292;-4.522.385;-7.130.908
3855293;-3.955.578;-6.991.343
3855294;-4.163.333;-7.001.667
3855295;-4.178.049;-7.008.969
3855296;-4.163.333;-7.001.667
3855298;-4.308.333;-7.141.667
3855299;-428.109;-7.166.952
3855300;-5.471.731;-63.877
3855301;-3.211.667;-65.25
3855302;-3.291.568;-6.080.995
3855303;-2.248.759;-6.627.028
3855304;-2.336.667;-65.45
3855305;-2.243.333;-65.2
3855306;-3.809.248;-6.205.464
3855307;-2.948.333;-6.313.333
3855308;-3.406.337;-6.903.581
3855309;-2.662.673;-6.605.011
3855310;-3.403.333;-6.501.667
3855311;-4.498.766;-684.119
3855312;-2.261.667;-64.25
3855313;-2.642.942;-6.608.156
3855314;-25.35;-6.541.667
3855315;-4.148.333;-7.163.333
3855316;-3.383.001;-6.866.593
3855317;-2.973.962;-6.284.897
3855318;-5.114.595;-7.191.052
3855319;-5.102.972;-7.148.036
3855320;-5.103.333;-7.148.333
3855321;-3.315.031;-6.097.132
3855322;-3.317.252;-6.107.433
3855323;-4.672.561;-6.931.589
3855324;-4.303.333;-70.15
3855325;-5.399.125;-6.741.993
3855326;-3.693.152;-67.322
3855327;-5.398.647;-6.758.683
3855328;-49.15;-6.893.333
3855329;-3.653.333;-70.85
3855330;-22.15;-6.481.667
3855331;-3.129.172;-6.045.931
3855332;-3.106.589;-6.275.378
3855333;-3.145.485;-6.205.312
3855334;-3.113.333;-62.8
3855335;-3.266.667;-61.1
3855336;-34.75;-65.4
3855337;-434.284;-7.164.544
3855338;-3.058.453;-7.009.655
3855339;-2.978.309;-6.978.378
3855340;-3.083.333;-70.1
3855341;-5.161.446;-6.935.116
3855342;-4.701.973;-690.944
3855343;-4.114.692;-7.182.655
3855344;-4.107.154;-718.012
3855345;-2.348.333;-61.4
3855346;-2.751.779;-6.835.515
3855347;-4.106.108;-7.179.828
3855348;-2.453.333;-6.218.333
3855349;-5.035.418;-7.263.675
3855350;-4.104.299;-7.178.015
3855351;-4.460.673;-7.105.265
3855352;-3.306.667;-6.856.667
3855353;-2.863.593;-6.513.102
3855354;-3.236.667;-6.913.333
3855355;-5.069.926;-7.302.173
3855356;-4.138.333;-68
3855357;-3.116.448;-6.209.861
3855358;-4.117.168;-717.275
3855359;-3.301.255;-6.095.013
3855360;-4.127.142;-7.150.985
3855361;-35.5;-61.05
3855362;-3.551.796;-609.993
3855363;-5.051.848;-7.258.599
3855364;-5.183.832;-7.163.191
3855365;-3.344.684;-614.771
3855366;-4.077.058;-7.167.837
3855367;-28.3;-65.75
3855368;-3.931.369;-6.576.002
3855369;-3.300.724;-6.865.062
3855370;-3.279.122;-6.072.819
3855371;-2.783.333;-61.25
3855372;-3.401.453;-634.235
3855373;-4.633.113;-675.911
3855374;-3.966.427;-6.895.429
3855375;-3.978.333;-6.598.333
3855376;-5.487.337;-6.470.093
3855377;-3.158.642;-6.093.904
3855378;-3.341.546;-6.086.814
3855379;-3.668.657;-6.338.197
3855380;-3.565.377;-6.250.083
3855381;-3.584.923;-6.206.889
3855382;-32.75;-6.871.667
3855383;-3.562.833;-6.270.593
3855384;-3.383.333;-6.056.667
3855385;-30.65;-6.881.667
3855386;-3.254.076;-6.072.333
3855387;-3.298.947;-6.058.105
3855388;-5.217.289;-6.853.602
3855389;-518.731;-6.897.897
3855390;-5.191.405;-6.912.038
3855391;-5.183.754;-6.919.165
3855392;-5.182.934;-6.881.989
3855393;-5.185.059;-6.918.919
3855394;-2.394.079;-6.479.943
3855395;-5.054.716;-7.262.787
3855396;-3.334.179;-6.968.095
3855397;-5.054.517;-7.264.322
3855398;-2.766.227;-6.734.855
3855399;-2.296.667;-6.518.333
3855400;-3.371.511;-6.453.006
3855401;-4.098.011;-7.094.769
3855402;-23;-6.503.333
3855403;-3.350.195;-6.579.287
3855404;-4.159.996;-7.171.602
3855405;-43.6;-7.103.333
3855406;-4.892.343;-7.232.467
3855407;-48.75;-72.3
3855408;-5.013.695;-7.295.996
3855409;-36.2;-6.938.333
3855410;-32.1;-69.5
3855411;-3.171.797;-6.990.653
3855412;-3.724.617;-6.916.236
3855413;-3.079.917;-6.292.021
3855414;-277.633;-6.834.887
3855415;-3.199.981;-697.483
3855416;-3.512.847;-6.538.307
3855417;-4.690.955;-6.705.951
3855418;-3.511.296;-6.167.674
3855419;-3.969.206;-624.777
3855420;-3.718.477;-6.522.108
3855421;-3.883.333;-6.556.667
3855422;-38.85;-6.528.333
3855423;-3.436.667;-6.111.667
3855424;-3.434.547;-6.112.901
3855425;-241.469;-6.068.936
3855426;-3.449.456;-6.330.315
3855427;-3.496.109;-6.096.977
3855428;-3.942.541;-706.866
3855429;-3.944.086;-7.063.125
3855430;-2.386.821;-6.087.485
3855431;-3.681.667;-62.4
3855432;-3.568.847;-6.297.698
3855433;-3.570.176;-6.302.429
3855434;-3.459.865;-6.377.061
3855435;-3.529.693;-601.085
3855436;-3.951.667;-62.65
3855437;-3.952.402;-6.266.067
3855438;-3.641.324;-6.396.122
3855439;-257.035;-6.019.767
3855440;-3.369.235;-6.258.109
3855441;-2.688.333;-60.9
3855442;-28.7;-6.518.333
3855443;-2.912.662;-6.193.448
3855444;-3.596.286;-6.012.133
3855445;-3.647.635;-6.063.586
3855446;-36.65;-61.75
3855447;-3.476.667;-6.551.667
3855448;-3.477.031;-6.552.226
3855449;-345.401;-6.356.802
3855450;-3.650.489;-6.257.217
3855451;-3.653.169;-6.257.362
3855452;-2.478.333;-61.4
3855453;-3.989.098;-652.133
3855454;-3.661.667;-60.95
3855455;-3.811.178;-6.088.838
3855456;-2.877.524;-6.165.256
3855457;-3.439.602;-6.145.381
3855458;-3.434.258;-6.151.701
3855459;-35.95;-6.011.667
3855460;-4.359.739;-6.947.424
3855461;-3.069.257;-6.037.888
3855462;-501.482;-7.123.715
3855463;-499.444;-7.202.075
3855464;-4.168.333;-7.146.667
3855465;-502.332;-7.087.863
3855466;-5.030.242;-7.091.683
3855467;-2.787.452;-6.397.878
3855468;-4.505.255;-6.570.152
3855469;-3.391.196;-6.045.911
3855470;-4.298.333;-7.156.667
3855471;-4.494.002;-7.143.242
3855472;-4.296.348;-7.157.497
3855473;-4.607.657;-6.761.371
3855474;-3.985.053;-6.227.726
3855475;-4.510.103;-6.597.692
3855476;-413.098;-7.178.794
3855477;-4.131.808;-7.182.885
3855478;-4.279.718;-6.411.984
3855479;-423.991;-7.059.009
3855480;-4.244.518;-7.043.852
3855481;-4.240.191;-7.058.945
3855482;-4.240.053;-7.053.375
3855483;-4.775.139;-6.583.303
3855484;-4.774.347;-6.583.945
3855485;-4.018.417;-7.028.857
3855486;-3.315.849;-6.090.824
3855487;-3.931.238;-6.916.901
3855488;-3.859.527;-7.056.852
3855489;-4.453.127;-6.533.169
3855490;-4.842.763;-6.737.225
3855491;-4.842.183;-6.735.369
3855492;-3.201.667;-65.85
3855493;-2.301.667;-6.413.333
3855494;-2.281.667;-6.361.667
3855495;-2.484.207;-6.128.412
3855496;-2.838.333;-64.25
3855497;-23;-6.393.333
3855498;-24.85;-6.133.333
3855499;-3.086.667;-6.813.333
3855500;-4.056.363;-7.064.442
3855501;-3.662.488;-7.074.641
3855502;-4.378.781;-6.645.253
3855503;-4.370.007;-6.648.358
3855504;-4.441.667;-6.616.667
3855505;-4.364.437;-6.612.127
3855506;-43.8;-65.75
3855507;-3.205.006;-6.238.853
3855508;-41.2;-7.018.333
3855509;-266.169;-633.826
3855510;-2.526.667;-6.358.333
3855511;-49.8;-71
3855512;-2.911.667;-6.256.667
3855513;-2.903.333;-6.253.333
3855514;-2.856.667;-6.016.667
3855515;-47.102;-6.678.345
3855516;-4.507.557;-658.405
3855517;-3.278.204;-6.068.929
3855518;-5.096.858;-7.036.258
3855519;-3.237.444;-6.214.929
3855520;-3.238.333;-62.2
3855521;-5.476.667;-64.6
3855522;-2.783.333;-6.791.667
3855523;-4.717.522;-7.037.753
3855524;-4.783.333;-6.966.667
3855525;-3.190.437;-6.881.967
3855526;-4.264.523;-6.496.979
3855527;-4.273.947;-6.549.275
3855528;-2.883.333;-6.973.333
3855529;-4.529.557;-69.103
3855530;-2.943.085;-6.868.477
3855531;-4.069.637;-7.059.945
3855532;-4.662.425;-7.011.642
3855533;-35.5;-61.9
3855534;-2.937.584;-6.057.908
3855535;-5.370.728;-6.789.923
3855536;-5.179.971;-7.159.336
3855537;-4.757.579;-6.631.856
3855538;-4.836.843;-6.679.231
3855539;-40.4;-6.216.667
3855540;-3.893.333;-7.038.333
3855541;-3.288.668;-6.315.321
3855542;-4.927.125;-7.304.375
3855543;-49.3;-7.291.667
3855544;-470.256;-6.724.815
3855545;-4.221.667;-7.108.333
3855546;-4.179.358;-70.885
3855547;-4.165.597;-7.007.361
3855548;-40.65;-69.5
3855549;-4.063.253;-6.954.993
3855550;-421.647;-7.065.765
3855551;-41.7;-7.088.333
3855552;-4.076.667;-70.1
3855553;-4.065.224;-7.020.094
3855554;-3.345.937;-614.832
3855555;-33.35;-61.5
3855556;-2.469.154;-6.461.558
3855557;-3.476.667;-6.551.667
3855558;-2.695.885;-651.688
3855559;-5.503.333;-66.65
3855560;-3.668.333;-7.021.667
3855561;-4.052.566;-7.162.495
3855562;-4.049.613;-7.130.475
3855563;-4.048.333;-71.35
3855565;-417.165;-6.919.283
3855566;-50.764;-7.108.926
3855567;-2.733.333;-63.55
3855568;-5.054.963;-7.124.161
3855569;-27.45;-63.6
3855570;-3.319.494;-604.687
3855571;-29.45;-69.45
3855572;-3.054.691;-634.431
3855573;-3.538.333;-7.041.667
3855574;-4.356.667;-71.65
3855575;-3.546.268;-7.034.437
3855576;-3.170.292;-700.669
3855577;-29.4;-6.936.667
3855578;-3.079.221;-696.283
3855579;-3.561.243;-698.132
3855580;-3.206.358;-6.967.042
3855581;-3.026.667;-68
3855582;-3.211.667;-69.8
3855583;-29.4;-61.65
3855584;-3.185.291;-6.061.578
3855585;-2.749.223;-6.762.983
3855586;-2.739.979;-67.304
3855587;-2.766.577;-6.760.829
3855588;-2.767.225;-676.187
3855589;-449.747;-675.699
3855590;-4.644.987;-7.005.695
3855591;-2.991.667;-6.811.667
3855592;-4.579.409;-6.742.358
3855593;-5.464.633;-6.520.502
3855594;-3.888.781;-6.800.835
3855595;-2.851.667;-6.388.333
3855596;-3.220.842;-6.374.653
3855597;-4.924.133;-676.387
3855598;-314.632;-6.411.137
3855599;-3.250.461;-6.293.573
3855600;-4.804.888;-659.602
3855601;-48.7;-6.836.667
3855602;-4.941.667;-6.861.667
3855603;-3.412.728;-6.113.878
3855604;-34.1;-6.111.667
3855605;-4.564.994;-67.622
3855606;-4.584.105;-6.783.951
3855607;-2.792.037;-6.389.349
3855608;-4.693.897;-705.206
3855609;-4.002.094;-7.058.953
3855610;-397.812;-7.015.366
3855611;-3.915.347;-685.564
3855612;-46.934;-7.047.905
3855613;-4.025.637;-7.103.789
3855614;-3.806.667;-70.65
3855615;-37.25;-70.5
3855616;-4.661.269;-7.085.946
3855617;-4.656.227;-7.117.851
3855618;-4.656.908;-7.100.837
3855619;-5.191.489;-6.975.382
3855620;-4.331.667;-70.15
3855621;-39.05;-6.246.667
3855622;-3.800.671;-6.281.891
3855623;-4.011.557;-7.071.256
3855624;-2.393.333;-6.286.667
3855625;-2.901.667;-68.5
3855626;-3.124.458;-6.121.235
3855627;-2.996.667;-6.208.333
3855628;-26.55;-64.75
3855629;-4.020.332;-6.998.922
3855630;-3.296.423;-6.970.765
3855631;-3.618.268;-7.051.552
3855632;-3.837.185;-7.049.967
3855633;-399.577;-6.928.216
3855634;-4.599.039;-6.948.949
3855635;-2.806.046;-6.456.727
3855636;-3.538.905;-6.100.599
3855637;-35.4;-61
3855638;-3.697.809;-6.286.548
3855639;-3.696.395;-6.283.503
3855640;-3.113.333;-6.161.667
3855641;-22.55;-66.35
3855642;-3.938.455;-6.201.554
3855643;-4.336.667;-65.05
3855644;-4.116.667;-6.641.667
3855645;-3.879.577;-6.106.869
3855646;-3.951.684;-6.877.169
3855647;-2.826.667;-6.583.333
3855648;-3.919.025;-6.881.291
3855649;-3.721.667;-70.05
3855650;-4.558.519;-7.019.629
3855651;-456.211;-700.533
3855652;-3.291.667;-6.418.333
3855653;-2.836.667;-6.913.333
3855654;-284.472;-6.905.127
3855655;-2.855.593;-6.909.417
3855656;-3.810.387;-6.193.708
3855657;-2.853.587;-6.784.728
3855658;-2.903.364;-6.784.079
3855659;-2.883.333;-67.45
3855660;-2.866.667;-6.758.333
3855661;-2.892.264;-6.752.016
3855662;-2.811.667;-6.473.333
3855663;-2.677.799;-6.608.279
3855664;-270.903;-6.534.978
3855665;-2.691.667;-65.5
3855666;-2.705.413;-6.540.329
3855667;-3.096.667;-68.1
3855668;-3.518.851;-6.410.369
3855669;-4.891.667;-68.3
3855670;-48.9;-6.831.667
3855671;-2.679.974;-6.835.958
3855672;-41.1;-6.306.667
3855673;-55.05;-66.45
3855674;-5.465.556;-6.543.423
3855675;-3.918.333;-6.208.333
3855676;-5.478.797;-6.384.668
3855677;-4.047.556;-7.149.718
3855678;-4.049.586;-7.153.669
3855679;-3.158.548;-6.446.113
3855680;-2.861.667;-68.75
3855681;-3.288.066;-69.062
3855682;-2.588.333;-6.753.333
3855683;-30.25;-6.651.667
3855684;-2.811.667;-6.801.667
3855685;-2.561.667;-67.2
3855686;-40.5;-67.05
3855687;-34.3;-70
3855688;-5.454.902;-6.854.743
3855689;-2.916.778;-6.521.873
3855690;-4.530.942;-6.997.373
3855691;-45.3;-69.95
3855692;-4.217.005;-6.501.448
3855693;-3.216.667;-64.15
3855694;-3.468.333;-60.75
3855695;-4.464.645;-6.557.691
3855696;-4.506.085;-6.636.504
3855697;-4.040.156;-71.381
3855698;-3.941.667;-69
3855699;-4.504.756;-6.562.166
3855700;-3.900.888;-6.227.905
3855701;-2.393.881;-6.074.061
3855702;-42.95;-71.35
3855703;-5.413.333;-6.718.333
3855704;-54.1;-6.721.667
3855705;-5.421.667;-67.2
3855706;-5.408.333;-6.716.667
3855707;-4.501.409;-6.836.264
3855708;-54.35;-6.793.333
3855709;-3.571.308;-6.598.861
3855710;-3.157.624;-617.836
3855711;-37.6;-66.35
3855712;-3.094.624;-6.185.704
3855713;-21.95;-6.621.667
3855714;-3.345.055;-6.387.406
3855715;-3.377.924;-6.906.241
3855716;-2.992.577;-6.358.974
3855717;-3.664.301;-6.005.433
3855718;-308.677;-6.083.541
3855719;-3.294.008;-632.466
3855720;-4.554.948;-6.953.866
3855721;-41.65;-7.051.667
3855722;-3.553.586;-6.676.891
3855723;-3.165.157;-7.025.777
3855724;-2.806.667;-6.838.333
3855725;-3.218.632;-6.656.237
3855726;-3.291.082;-692.579
3855727;-5.486.377;-6.845.611
3855728;-3.835.018;-6.180.451
3855729;-4.488.333;-69.5
3855730;-3.307.322;-6.057.743
3855731;-310.407;-6.064.365
3855732;-2.321.667;-6.673.333
3855733;-3.186.752;-6.086.465
3855734;-266.314;-6.366.036
3855735;-3.189.894;-6.094.616
3855736;-2.332.231;-6.667.365
3855737;-3.077.628;-6.017.627
3855738;-2.621.667;-63.75
3855739;-22.55;-63.5
3855740;-2.278.333;-6.681.667
3855741;-3.810.995;-6.291.307
3855742;-2.543.709;-6.485.329
3855743;-297.715;-614.897
3855744;-2.356.934;-6.410.824
3855745;-3.567.344;-6.233.956
3855746;-3.745.534;-6.325.468
3855747;-30.9;-6.846.667
3855748;-4.278.625;-6.495.342
3855749;-4.374.937;-6.982.908
3855750;-4.516.629;-6.638.496
3855751;-4.511.987;-6.593.996
3855752;-3.295.782;-6.062.393
3855753;-39.35;-6.186.667
3855754;-3.903.333;-61.85
3855755;-4.061.667;-6.208.333
3855756;-34;-6.171.667
3855757;-2.856.561;-6.552.251
3855758;-3.289.438;-6.514.405
3855759;-2.819.934;-6.862.623
3855760;-2.439.191;-6.039.111
3855761;-2.578.466;-6.620.138
3855762;-2.955.779;-6.672.634
3855763;-2.505.504;-6.009.218
3855764;-3.251.667;-61.45
3855765;-3.506.667;-6.118.333
3855766;-2.382.119;-6.527.935
3855767;-4.700.904;-6.791.867
3855768;-4.595.374;-7.152.026
3855769;-35.5;-6.123.333
3855770;-3.325.312;-6.066.705
3855771;-2.598.333;-6.311.667
3855772;-3.340.628;-6.934.023
3855773;-38.25;-6.216.667
3855774;-3.823.333;-6.181.667
3855775;-34.05;-6.031.667
3855776;-32.85;-6.381.667
3855777;-34;-6.136.667
3855778;-3.975.118;-7.037.955
3855779;-3.436.667;-6.041.667
3855780;-3.498.333;-61.35
3855781;-5.037.459;-695.115
3855782;-3.253.333;-6.146.667
3855783;-3.811.667;-6.271.667
3855784;-35.4;-6.121.667
3855785;-3.816.667;-6.133.333
3855786;-33.75;-6.053.333
3855787;-38.1;-6.133.333
3855788;-33.55;-6.141.667
3855789;-3.498.333;-6.126.667
3855790;-3.308.333;-6.106.667
3855791;-3.621.667;-61.55
3855792;-465.021;-6.866.654
3855793;-4.650.362;-6.882.607
3855794;-5.162.337;-7.223.381
3855795;-4.468.773;-7.019.773
3855796;-4.635.858;-6.998.302
3855797;-4.635.433;-6.981.152
3855798;-2.382.198;-6.528.023
3855799;-3.945.224;-7.092.979
3855800;-2.376.692;-6.537.192
3855801;-5.011.912;-684.884
3855802;-4.523.076;-6.866.538
3855803;-3.416.667;-6.041.667
3855804;-4.978.484;-7.118.803
3855805;-3.436.667;-6.103.333
3855806;-3.865.829;-6.290.941
3855807;-38.05;-6.191.667
3855808;-3.838.333;-62.35
3855809;-3.116.794;-6.071.994
3855810;-4.641.667;-6.798.333
3855811;-3.861.667;-6.281.667
3855812;-3.801.667;-6.241.667
3855813;-3.533.333;-6.136.667
3855814;-49.05;-6.758.333
3855815;-4.888.333;-7.178.333
3855816;-3.471.667;-61.35
3855817;-4.495.388;-7.013.199
3855818;-4.477.301;-703.488
3855819;-4.471.708;-7.018.112
3855820;-4.472.272;-7.039.119
3855821;-4.472.197;-7.006.158
3855822;-3.208.333;-6.003.333
3855823;-3.258.333;-6.393.333
3855824;-3.371.667;-63
3855825;-3.403.333;-6.073.333
3855826;-5.001.448;-6.924.178
3855827;-33.25;-6.403.333
3855828;-3.853.333;-61.45
3855829;-3.206.667;-6.271.667
3855830;-38.25;-6.153.333
3855831;-34.65;-60.75
3855832;-3.371.667;-6.363.333
3855833;-3.321.667;-6.321.667
3855834;-4.607.191;-6.918.851
3855835;-3.347.652;-6.927.057
3855836;-459.266;-683.912
3855837;-4.644.335;-6.894.715
3855838;-507.315;-6.977.126
3855839;-3.298.333;-6.243.333
3855840;-46.209;-6.840.596
3855841;-33.85;-6.131.667
3855842;-3.323.333;-63.2
3855843;-4.578.245;-7.053.452
3855844;-38.6;-62.75
3855845;-3.366.667;-6.343.333
3855846;-3.816.667;-6.098.333
3855847;-3.451.667;-60.25
3855848;-5.066.919;-7.295.997
3855849;-4.609.253;-6.945.701
3855850;-4.491.044;-6.603.115
3855851;-4.658.797;-6.864.707
3855852;-4.659.629;-6.851.995
3855853;-4.488.746;-6.611.985
3855854;-5.161.802;-698.711
3855855;-32.15;-63.05
3855856;-3.808.333;-6.256.667
3855857;-4.837.526;-7.212.034
3855858;-4.526.392;-7.017.159
3855859;-459.065;-7.077.059
3855860;-4.598.726;-7.075.116
3855861;-33.45;-64.3
3855862;-3.301.667;-6.128.333
3855863;-4.524.112;-6.833.291
3855864;-4.628.402;-6.926.021
3855865;-26.4;-6.176.667
3855866;-3.823.333;-6.143.333
3855867;-517.023;-6.970.276
3855868;-3.806.667;-61.75
3855869;-470.187;-6.966.355
3855870;-3.936.667;-62.1
3855871;-5.168.584;-6.970.346
3855872;-2.568.333;-6.361.667
3855873;-25.9;-6.406.667
3855874;-2.361.667;-65.55
3855875;-2.361.667;-65.55
3855876;-3.811.667;-6.153.333
3855877;-34.4;-61.45
3855878;-3.823.333;-6.283.333
3855879;-4.659.542;-6.953.021
3855880;-448.762;-7.049.233
3855881;-4.493.626;-7.026.672
3855882;-39.8;-62.3
3855883;-3.383.333;-61.25
3855884;-3.179.403;-6.010.808
3855885;-38.95;-6.153.333
3855886;-4.191.667;-7.108.333
3855887;-34.3;-60.05
3855888;-508.827;-6.982.949
3855889;-3.876.667;-60.45
3855890;-3.313.333;-6.748.333
3855891;-429.971;-698.466
3855892;-5.075.173;-6.995.199
3855893;-5.077.222;-698.486
3855894;-4.486.872;-7.036.689
3855895;-3.113.002;-6.521.555
3855896;-4.639.645;-6.956.781
3855897;-469.247;-6.891.816
3855898;-4.633.934;-697.937
3855899;-3.808.333;-6.181.667
3855900;-5.039.341;-7.264.857
3855901;-503.169;-7.260.795
3855902;-5.441.667;-6.786.667
3855903;-5.063.151;-6.926.587
3855904;-5.096.594;-699.759
3855905;-3.281.667;-64.4
3855906;-32.8;-6.218.333
3855907;-5.059.907;-7.135.839
3855908;-408.022;-7.028.675
3855909;-4.040.483;-7.021.919
3855910;-5.092.089;-6.917.133
